DATE,"VOLUME
(US$BILLIONS)","EFFR
(PERCENT)",1ST,25TH,75TH,99TH,"TARGET RATE/RANGE
(PERCENT)",LOW,HIGH,"STD. DEV.
(PERCENT)"
2015/4/14,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2015/4/13,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2015/4/10,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2015/4/9,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2015/4/8,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2015/4/7,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2015/4/6,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2015/4/3,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2015/4/2,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2015/4/1,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2015/3/31,N/A,0.06,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.07
2015/3/30,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2015/3/27,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2015/3/26,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2015/3/25,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.34,0.05
2015/3/24,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.04
2015/3/23,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.05
2015/3/20,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2015/3/19,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2015/3/18,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2015/3/17,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2015/3/16,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2015/3/13,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.04
2015/3/12,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.04
2015/3/11,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.04
2015/3/10,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2015/3/9,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.04
2015/3/6,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.04
2015/3/5,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.04
2015/3/4,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.34,0.04
2015/3/3,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.04
2015/3/2,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2015/2/27,N/A,0.06,N/A,N/A,N/A,N/A,0.00-0.25,0.01,0.31,0.05
2015/2/26,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.05
2015/2/25,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.34,0.05
2015/2/24,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.02,0.31,0.04
2015/2/23,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.05
2015/2/20,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.04
2015/2/19,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2015/2/18,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2015/2/17,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2015/2/13,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2015/2/12,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.5,0.04
2015/2/11,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2015/2/10,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2015/2/9,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.04
2015/2/6,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2015/2/5,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.34,0.04
2015/2/4,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.34,0.04
2015/2/3,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2015/2/2,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.04
2015/1/30,N/A,0.06,N/A,N/A,N/A,N/A,0.00-0.25,0.01,0.31,0.05
2015/1/29,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2015/1/28,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.34,0.04
2015/1/27,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.03
2015/1/26,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.05
2015/1/23,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.04
2015/1/22,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.04
2015/1/21,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.04
2015/1/20,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.04
2015-01-16[r],N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.5,0.05
2015/1/15,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.32,0.04
2015/1/14,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.32,0.03
2015-01-13[r],N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.32,0.04
2015/1/12,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.32,0.04
2015/1/9,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.32,0.04
2015/1/8,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.32,0.04
2015/1/7,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.32,0.04
2015/1/6,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.34,0.04
2015/1/5,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.32,0.04
2015/1/2,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.02,0.32,0.04
2014/12/31,N/A,0.06,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.06
2014/12/30,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.32,0.04
2014/12/29,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.5,0.04
2014/12/26,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.02,0.32,0.04
2014/12/24,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.32,0.04
2014/12/23,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.32,0.04
2014/12/22,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.32,0.04
2014/12/19,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.32,0.03
2014/12/18,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.32,0.04
2014/12/17,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.38,0.04
2014/12/16,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.32,0.04
2014/12/15,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.05
2014/12/12,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.32,0.04
2014/12/11,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.02,0.31,0.04
2014/12/10,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2014/12/9,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2014/12/8,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2014/12/5,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.03
2014/12/4,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2014/12/3,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2014/12/2,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2014/12/1,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2014/11/28,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.06
2014/11/26,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/11/25,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2014/11/24,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2014/11/21,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2014/11/20,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2014/11/19,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2014/11/18,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.05
2014/11/17,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.05
2014/11/14,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2014/11/13,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/11/12,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.05
2014/11/10,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2014/11/7,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2014/11/6,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2014/11/5,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2014/11/4,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.06
2014/11/3,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.04
2014/10/31,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.01,0.31,0.06
2014/10/30,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.05
2014/10/29,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2014/10/28,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.05
2014/10/27,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/10/24,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2014/10/23,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2014/10/22,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2014/10/21,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.04
2014/10/20,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.38,0.05
2014/10/17,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2014/10/16,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.04
2014/10/15,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2014/10/14,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2014/10/10,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2014/10/9,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2014/10/8,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.04
2014/10/7,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2014/10/6,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.04
2014/10/3,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.04
2014/10/2,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.5,0.04
2014/10/1,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.05
2014/9/30,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.01,0.31,0.08
2014/9/29,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.05
2014/9/26,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.04
2014/9/25,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/9/24,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2014/9/23,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2014/9/22,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/9/19,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2014/9/18,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.04
2014/9/17,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.04
2014/9/16,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.04
2014/9/15,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/9/12,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2014/9/11,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2014/9/10,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2014/9/9,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/9/8,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2014/9/5,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2014/9/4,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.04
2014/9/3,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.04
2014/9/2,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/8/29,N/A,0.07,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.06
2014/8/28,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.5,0.05
2014/8/27,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/8/26,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/8/25,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/8/22,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2014/8/21,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/8/20,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/8/19,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/8/18,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/8/15,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2014/8/14,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2014/8/13,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2014/8/12,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2014/8/11,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/8/8,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/8/7,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2014/8/6,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/8/5,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/8/4,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/8/1,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/7/31,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.5,0.06
2014/7/30,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/7/29,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/7/28,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2014/7/25,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/7/24,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2014/7/23,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/7/22,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.05
2014/7/21,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.05
2014/7/18,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/7/17,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2014/7/16,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2014/7/15,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2014/7/14,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/7/11,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.04
2014/7/10,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/7/9,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/7/8,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/7/7,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/7/3,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/7/2,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/7/1,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/6/30,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.01,0.31,0.08
2014/6/27,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/6/26,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/6/25,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/6/24,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/6/23,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/6/20,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/6/19,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/6/18,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/6/17,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.5,0.05
2014/6/16,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/6/13,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/6/12,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/6/11,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/6/10,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/6/9,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/6/6,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/6/5,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/6/4,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/6/3,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.06
2014/6/2,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.06
2014/5/30,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.06
2014/5/29,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.06
2014/5/28,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.06
2014/5/27,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.06
2014/5/23,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/5/22,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.06
2014/5/21,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/5/20,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.06
2014/5/19,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.06
2014/5/16,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/5/15,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/5/14,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/5/13,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.06
2014-05-12[r],N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/5/9,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/5/8,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/5/7,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2014-05-06[r],N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.06
2014/5/5,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.06
2014/5/2,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.06
2014/5/1,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.06
2014/4/30,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.07
2014/4/29,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.06
2014/4/28,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.32,0.06
2014/4/25,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.32,0.06
2014/4/24,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.06
2014/4/23,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.06
2014/4/22,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.06
2014/4/21,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.32,0.06
2014/4/18,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.06
2014/4/17,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.06
2014/4/16,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.06
2014/4/15,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.06
2014/4/14,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/4/11,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/4/10,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/4/9,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.05
2014/4/8,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/4/7,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.06
2014/4/4,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/4/3,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/4/2,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.06
2014/4/1,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/3/31,N/A,0.06,N/A,N/A,N/A,N/A,0.00-0.25,0.01,0.31,0.08
2014/3/28,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/3/27,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/3/26,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/3/25,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/3/24,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.06
2014/3/21,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/3/20,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/3/19,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2014/3/18,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.31,0.05
2014/3/17,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
